rank,name,country,category,sales,profits,assets,marketvalue
1758,HealthCareProperty,UnitedStates,Diversifiedfinancials,0.34,0.14,2.83,3.68
1759,Transmontaigne,UnitedStates,Oil&gasoperations,9.13,0.02,0.99,0.27
1760,IDBHolding,Israel,Diversifiedfinancials,2.48,-0.08,10.52,0.74
1761,YamazakiBaking,Japan,Fooddrink&tobacco,6.09,0.06,3.88,1.77
1762,Buderus,Germany,Construction,1.95,0.25,1.51,2.46
1763,SEIInvestments,UnitedStates,Diversifiedfinancials,0.64,0.14,0.59,3.67
1764,OitaBank,Japan,Banking,0.53,-0.09,20.96,0.68
1765,Kuhne&NagelIntl,Switzerland,Transportation,4.46,0,1.91,2.91
1766,HyundaiEng&Const,SouthKorea,Construction,4.62,-0.01,4.55,0.57
1767,PugetEnergy,UnitedStates,Utilities,2.15,0.13,5.53,2.09
1768,ShikokuBank,Japan,Banking,0.46,-0.26,20.84,1.34
1769,CommunityHealthSys,UnitedStates,Healthcareequipment&services,2.62,0.12,3.19,2.74
1770,AwaBank,Japan,Banking,0.62,-0.08,20.75,1.43
1771,Toto,Japan,Construction,3.72,0.03,3.74,2.88
1772,JSR,Japan,Chemicals,2.09,0.09,2.35,5.14
1773,StanleyWorks,UnitedStates,Consumerdurables,2.68,0.11,2.42,3.09
1774,AWG,UnitedKingdom,Utilities,2.75,-0.1,8.81,1.46
1775,YamanashiChouBank,Japan,Banking,0.42,-0.07,20.35,0.79
1776,Maeda,Japan,Construction,3.88,-0.06,5.41,0.61
1777,Macerich,UnitedStates,Diversifiedfinancials,0.45,0.14,4.03,2.89
1778,JiangsuExpressway,China,Transportation,0.27,0.1,1.64,5.36
1779,R&GFinancial,UnitedStates,Banking,0.58,0.12,7.84,1.55
1780,Questar,UnitedStates,Utilities,1.4,0.19,3.08,2.97
1781,BritannicGroup,UnitedKingdom,Insurance,1.44,-0.4,19.87,1.08
1782,Marconi,UnitedKingdom,Technologyhardware&equipment,3,-1.76,4.91,2.63
1783,HanshinConstruction,SouthKorea,Construction,0.38,0.38,0.27,0.06
1784,TokyoTominBank,Japan,Banking,0.5,0.01,19.26,0.6
1785,TeckCominco,Canada,Materials,1.86,0.11,4.06,3.36
1786,ServiceCorpIntl,UnitedStates,Businessservices&supplies,2.31,0.04,10.84,2.09
1787,BankofIwate,Japan,Banking,0.39,0.03,19.09,0.79
1788,HudsonUnitedBancorp,UnitedStates,Banking,0.53,0.12,8.1,1.7
1789,SwedishMatch,Sweden,Fooddrink&tobacco,1.57,0.16,1.76,3.22
1790,AichiBank,Japan,Banking,0.45,0.02,19.07,0.66
1791,AKSteelHolding,UnitedStates,Materials,4.04,-0.56,5.03,0.52
1792,SonocoProducts,UnitedStates,Materials,2.76,0.14,2.52,2.39
1793,CasioComputer,Japan,Businessservices&supplies,3.73,0.05,3.76,2.75
1794,Abercrombie&Fitch,UnitedStates,Retailing,1.68,0.2,1.16,2.73
1795,BPB,UnitedKingdom,Construction,3.05,-0.01,3.5,3.53
1796,CommercialFederal,UnitedStates,Banking,0.8,0.09,12.19,1.14
1797,IntlBancshares,UnitedStates,Banking,0.45,0.12,7.51,2.1
1798,Soriana,Mexico,Retailing,3.1,0.15,2.18,1.6
1799,AkitaBank,Japan,Banking,0.44,0.03,18.77,0.79
1800,UnitedAutoGroup,UnitedStates,Retailing,8.39,0.07,2.97,1.24
1801,EnduranceSpecialty,Bermuda,Insurance,1.26,0.26,3.46,2.24
1802,SouthFinancialGroup,UnitedStates,Banking,0.51,0.1,10.72,1.77
1803,CNF,UnitedStates,Transportation,5.1,0.09,2.75,1.55
1804,SumitomoHeavyInds,Japan,Capitalgoods,4.07,0.02,4.88,1.31
1805,INISteel,SouthKorea,Materials,3.09,0.13,3.56,1.26
1806,GreatPlainsEnergy,UnitedStates,Utilities,2.08,0.18,3.64,2.4
1807,RashidHussain,Malaysia,Banking,0.88,-0.01,18.46,0.16
1808,EighteenthBank,Japan,Banking,0.5,0.01,18.3,0.73
1809,DaVita,UnitedStates,Healthcareequipment&services,1.97,0.17,2.04,2.86
1810,Seat-PagineGialle,Italy,Businessservices&supplies,1.52,0.06,3.08,8.63
1811,AomoriBank,Japan,Banking,0.38,-0.12,17.8,0.71
1812,BigFoodGroup,UnitedKingdom,Foodmarkets,8,0.02,2.14,1.13
1813,Enka,Turkey,Construction,1.44,0.21,2.71,2.64
1814,AlleghenyEnergy,UnitedStates,Utilities,2.38,-0.62,10.12,1.69
1815,Convergys,UnitedStates,Businessservices&supplies,2.29,0.17,1.81,2.41
1816,MabuchiMotor,Japan,Capitalgoods,0.98,0.15,2.06,3.29
1817,Pall,UnitedStates,Healthcareequipment&services,1.66,0.15,2.02,3.29
1818,NationalFuelGas,UnitedStates,Utilities,2.09,0.19,3.84,2.12
1819,ChoicePoint,UnitedStates,Businessservices&supplies,0.8,0.15,1.04,3.37
1820,VimpelCommunications,Russia,Telecommunicationsservices,0.76,0.13,1.69,3.77
1821,ChiMeiOptoelectronics,Taiwan,Technologyhardware&equipment,1.72,0.13,2.62,3.68
1822,ShinKongFinancial,Taiwan,Insurance,1.65,-0.41,17.47,2.01
1823,MitsuiEngineering&Ship,Japan,Capitalgoods,3.98,0.04,4.83,1.26
1824,Trustmark,UnitedStates,Banking,0.53,0.12,7.63,1.75
1825,FukuiBank,Japan,Banking,0.45,0.02,17.34,1.07
1826,PacificCenturyRegional,Singapore,Telecommunicationsservices,2.89,0.02,7.43,0.68
1827,StandardPacific,UnitedStates,Construction,2.36,0.2,2.46,1.61
1828,RedwoodTrust,UnitedStates,Diversifiedfinancials,0.28,0.08,14.9,1.07
1829,ShawCommunications,Canada,Media,1.5,-0.06,5.49,3.92
1830,DPL,UnitedStates,Utilities,1.18,0.14,4.39,2.54
1831,YTL,Malaysia,Utilities,1.06,0.13,6.25,1.6
1832,MinaraResources,Australia,Materials,0.17,0.34,0.4,1.21
1833,Salzgitter,Germany,Materials,4.98,0.07,3.99,0.78
1834,Santos,Australia,Oil&gasoperations,0.83,0.18,2.98,2.87
1835,TochigiBank,Japan,Banking,0.4,0.01,16.78,0.61
1836,HawaiianElectric,UnitedStates,Utilities,1.76,0.1,9.03,1.94
1837,Gambro,Sweden,Healthcareequipment&services,3.18,0.07,4,2.85
1838,MooreWallace,Canada,Businessservices&supplies,2.51,0.12,3.02,2.84
1839,NipponLightMetal,Japan,Materials,4.35,0.06,4.37,1.18
1840,LogicaCMG,UnitedKingdom,Businessservices&supplies,2.84,-1.48,1.95,4.14
1841,ChibaKogyoBank,Japan,Banking,0.38,0.02,16.65,0.26
1842,GuangdongElectricPower,China,Utilities,0.67,0.14,1.43,3.39
1843,MichinokuBank,Japan,Banking,0.42,0.02,16.6,0.88
1844,ISS,Denmark,Businessservices&supplies,5.37,0.03,3.12,2.41
1845,CareerEducation,UnitedStates,Businessservices&supplies,0.95,0.1,1,5.25
1846,BaslerKantonalbank,Switzerland,Banking,0.73,0.05,16.57,0.43
1847,SumikinBussan,Japan,Tradingcompanies,6.96,0.01,3.32,0.21
1848,Bowater,UnitedStates,Materials,2.72,-0.2,5.62,2.49
1849,Somerfield,UnitedKingdom,Foodmarkets,7.47,0.06,2.48,1.61
1850,UnitedMizrahiBank,Israel,Banking,1.09,0.06,16.26,0.71
1851,CSK,Japan,Software&services,3.02,0.09,2.53,2.9
1852,MercuryGeneral,UnitedStates,Insurance,2.15,0.15,3,2.66
1853,EnscoInternational,UnitedStates,Oil&gasoperations,0.79,0.11,3.18,4.42
1854,Belo,UnitedStates,Media,1.42,0.13,3.58,3.19
1855,BankofIkeda,Japan,Banking,0.42,0.02,16.04,0.97
1856,HyosungSouth,Korea,Household&personalproducts,3.88,0.05,4.77,0.31
1857,MerloniElettrodomestici,Italy,Consumerdurables,3.78,0.11,2.93,1.98
1858,BankofSaga,Japan,Banking,0.38,0.01,16,0.63
1859,ServiceMaster,UnitedStates,Businessservices&supplies,3.57,-0.22,2.96,3.17
1860,HokuetsuBank,Japan,Banking,0.41,0,15.81,0.44
1861,MercantilServiciosFin,Venezuela,Diversifiedfinancials,0.98,0.12,6.69,0.47
1862,Arriva,UnitedKingdom,Transportation,3.36,0.13,2.11,1.34
1863,InternationalSteelGroup,UnitedStates,Materials,3.15,-0.01,2.41,3.49
1864,MetroCashandCarrySouth,Africa,Foodmarkets,7.1,0.06,1.27,0.66
1865,SiamCommercialBank,Thailand,Banking,0.95,-0.29,15.67,1.8
1866,Pixar,UnitedStates,Media,0.26,0.12,1,3.64
1867,Aplus,Japan,Diversifiedfinancials,0.9,0.01,15.59,0.1
1868,WoodsidePetroleum,Australia,Oil&gasoperations,1.26,-0.05,2.81,7.77
1869,AVA,Germany,Retailing,7.04,0.02,1.29,1.22
1870,McClatchy,UnitedStates,Media,1.07,0.14,1.86,3.25
1871,CentralEuropeanMedia,Bermuda,Media,0.11,0.31,0.3,0.53
1872,TrizecProperties,UnitedStates,Diversifiedfinancials,0.89,0.12,5.3,2.46
1873,BayerischeImmobilien,Germany,Diversifiedfinancials,0.42,0.16,2.14,3.01
1874,CoscoPacific,HongKong/China,Transportation,0.24,0.15,1.76,3.07
1875,MyTravelGroup,UnitedKingdom,Hotelsrestaurants&leisure,6.97,-1.52,2.55,0.12
1876,PiraeusBank,Greece,Banking,0.99,0.07,15.47,2.06
1877,NorthumbrianWater,UnitedKingdom,Utilities,0.81,0.15,5.19,1.12
1878,Tosoh,Japan,Chemicals,3.99,0.04,4.49,2.03
1879,FarEasToneTelecom,Taiwan,Telecommunicationsservices,1,0.23,1.66,2.4
1880,NisshinSteel,Japan,Materials,3.49,-0.02,5.22,1.69
1881,DelMonteFoods,UnitedStates,Fooddrink&tobacco,2.78,0.1,3.92,2.31
1882,KangwonLand,SouthKorea,Hotelsrestaurants&leisure,0.4,0.19,0.67,2.67
1883,AMMBHoldings,Malaysia,Diversifiedfinancials,1.11,0.07,15.24,1.54
1884,Ceridian,UnitedStates,Businessservices&supplies,1.24,0.11,4.27,2.93
1885,VishayIntertech,UnitedStates,Technologyhardware&equipment,2.06,-0.11,4.5,3.75
1886,Viad,UnitedStates,Businessservices&supplies,1.57,0.08,10.07,2.22
1887,SPARHandels,Germany,Foodmarkets,6.84,-0.4,1.64,0.4
1888,NewfieldExploration,UnitedStates,Oil&gasoperations,1.02,0.19,2.73,2.59
1889,YamagataBank,Japan,Banking,0.37,0.01,15.06,0.77
1890,SierraPacificRes,UnitedStates,Utilities,2.81,-0.14,6.95,0.92
1891,Advantest,Japan,Software&services,0.83,-0.11,2.13,7.53
1892,FarmersBankofChina,Taiwan,Banking,0.58,-0.33,14.89,0.6
1893,BancoPastor,Spain,Banking,0.49,0.08,13.12,1.79
1894,Daimaru,Japan,Retailing,6.72,0.04,3.12,1.71
1895,SamsungHeavyIndustries,SouthKorea,Capitalgoods,3.6,0.09,3.9,1.17
1896,BalfourBeatty,UnitedKingdom,Construction,4.99,0.09,2.57,1.92
1897,TowaBank,Japan,Banking,0.3,-0.11,14.7,0.42
1898,RedEectricadeEspaqa,Spain,Utilities,1.14,0.15,4.28,2.36
1899,ChinaMotor,Taiwan,Consumerdurables,1.58,0.17,1.52,2.77
1900,DaioPaper,Japan,Materials,3.26,0.01,5.51,0.94
1901,OldNationalBncp,UnitedStates,Banking,0.68,0.09,9.52,1.44
1902,DahSingFinancial,HongKong/China,Banking,0.43,0.11,7.71,1.98
1903,AEM,Italy,Utilities,1.09,0.12,3.39,3.49
1904,Antofagasta,UnitedKingdom,Materials,0.92,0.1,2.46,4.37
1905,ResearchInMotion,Canada,Technologyhardware&equipment,0.32,-0.16,0.86,7.42
1906,NipponSteelTrading,Japan,Tradingcompanies,6.56,-0.01,2.52,0.18
1907,SpectraSite,UnitedStates,Telecommunicationsservices,0.33,0.29,1.53,1.74
1908,CapitolFederalFinl,UnitedStates,Banking,0.43,0.03,8.38,2.67
1909,LaidlawInternational,UnitedStates,Transportation,4.48,NA,3.98,1.49
1910,Higashi-NipponBank,Japan,Banking,0.36,-0.06,14.24,0.41
1911,TokyoBroadcastingSystem,Japan,Media,2.49,0.09,3.74,2.84
1912,InvestkreditBank,Austria,Banking,1.22,0.03,14.16,0.57
1913,CBD-BrasilDistribuieco,Brazil,Tradingcompanies,3.74,0.08,2.99,2.64
1914,WMCResources,Australia,Materials,0.82,-0.02,4.08,4.94
1915,BrasilTelecom,Brazil,Telecommunicationsservices,2,0.12,4.22,2.45
1916,BEKB-BCBE,Switzerland,Banking,0.57,0.05,13.99,1.08
1917,StocklandAustralia,Australia,Diversifiedfinancials,0.35,0.04,4.01,5.04
1918,MiyazakiBank,Japan,Banking,0.37,0.01,13.97,0.56
1919,AssociatedBritishPorts,UnitedKingdom,Transportation,0.69,0.16,2.72,2.75
1920,EquitableResources,UnitedStates,Utilities,1.08,0.17,2.8,2.73
1921,SiebelSystems,UnitedStates,Software&services,1.35,0,2.85,6.94
1922,MahanagarTelephoneNigam,India,Telecommunicationsservices,1.22,0.19,4.06,1.9
1923,GreaterBayBancorp,UnitedStates,Banking,0.6,0.1,7.79,1.47
1924,MeijiDairies,Japan,Fooddrink&tobacco,6.2,0.03,3.06,1.24
1925,NatlSemiconductor,UnitedStates,Semiconductors,1.73,0.06,2.08,6.93
1926,Borders,UnitedStates,Retailing,3.61,0.11,2.41,1.86
1927,FIBIHolding,Israel,Banking,0.66,-0.01,13.76,0.24
1928,SnowBrandMilk,Japan,Fooddrink&tobacco,6.15,-0.23,2.14,0.68
1929,JDSUniphase,UnitedStates,Technologyhardware&equipment,0.63,-0.28,2.45,6.9
1930,ArthurJGallagher,UnitedStates,Insurance,1.26,0.15,2.9,2.96
1931,LGConstruction,SouthKorea,Construction,2.83,0.14,2.72,0.79
1932,Gamesa,Spain,Capitalgoods,1.15,0.14,2.04,3.02
1933,BerkeleyGroup,UnitedKingdom,Construction,1.84,0.25,2.55,2.16
1934,HanjayaMandalaSampoerna,Indonesia,Fooddrink&tobacco,1.69,0.19,1.1,2.51
1935,AgereSystems,UnitedStates,Semiconductors,1.92,-0.23,2.31,6.56
1936,DaisanBank,Japan,Banking,0.35,0.01,13.39,0.72
1937,OKOBank,Finland,Banking,0.64,0.07,13.35,1.17
1938,FirstCitizensBcshs,UnitedStates,Banking,0.76,0.08,12.56,1.26
1939,Bausch&Lomb,UnitedStates,Healthcareequipment&services,2.02,0.13,3.01,3
1940,StGallerKantonalbank,Switzerland,Banking,0.58,0.07,13.25,1.03
1941,WingLungBank,HongKong/China,Banking,0.31,0.1,7.91,1.56
1942,Avtovaz,Russia,Consumerdurables,3.74,0.03,4.35,0.3
1943,Arcelik,Turkey,Consumerdurables,1.92,0.19,1.46,2.43
1944,Buenaventura,Peru,Materials,0.17,0.11,0.62,3.68
1945,WhitneyHolding,UnitedStates,Banking,0.43,0.1,7.75,1.67
1946,ChukyoBank,Japan,Banking,0.32,0.01,13.17,0.76
1947,AxelSpringer,Germany,Media,2.92,0.07,1.63,3.41
1948,ICAP,UnitedKingdom,Diversifiedfinancials,1.05,0.12,1.61,3.43
1949,Metro-Goldwyn-Mayer,UnitedStates,Media,1.96,-0.16,4.21,4.14
1950,EhimeBank,Japan,Banking,0.35,-0.16,13.1,0.49
1951,CMPC,Chile,Materials,1.23,0.09,3.76,3.67
1952,FinovaGroup,UnitedStates,Diversifiedfinancials,0.33,0.27,2.47,0.03
1953,GrupoImsa,Mexico,Capitalgoods,2.63,0.15,3.02,1.15
1954,Hanwa,Japan,Tradingcompanies,5.78,0.05,2.38,0.54
1955,HewittAssociates,UnitedStates,Businessservices&supplies,2.03,0.11,1.66,3.37
1956,PunchTaverns,UnitedKingdom,Hotelsrestaurants&leisure,0.68,0.15,3.96,2.32
1957,Falabella,Chile,Retailing,1.18,0.1,1.44,4.34
1958,Laurus,Netherlands,Foodmarkets,5.75,-0.06,1.3,0.9
1959,AlliantTechsystems,UnitedStates,Aerospace&defense,2.31,0.15,2.55,2.28
1960,LuzernerKantonalbank,Switzerland,Banking,0.56,0.06,12.72,1.36
1961,CustodiaHolding,Germany,Diversifiedfinancials,0.01,0.26,0.33,0.62
1962,IwatayaDepartmentStore,Japan,Retailing,1.2,0.26,0.71,0.17
1963,LaurentianBank,Canada,Banking,0.89,0.07,12.69,0.49
1964,BcaPopolarediSondrio,Italy,Banking,0.59,0.05,10.66,2.24
1965,ValiantHolding,Switzerland,Banking,0.44,0.06,12.65,1.28
1966,Aquila,UnitedStates,Utilities,2.38,-1.72,7.67,0.82
1967,BayWa,Germany,Fooddrink&tobacco,5.62,0.03,2.36,0.67
1968,HiroseElectric,Japan,Technologyhardware&equipment,0.57,0.1,1.63,4.29
1969,HellenicPetroleum,Greece,Oil&gasoperations,3.8,0.07,2.73,2.63
1970,PerformanceFood,UnitedStates,Foodmarkets,5.52,0.07,1.74,1.49
1971,CitrixSystems,UnitedStates,Businessservices&supplies,0.59,0.13,1.34,3.2
1972,SEB,France,Consumerdurables,2.95,0.12,1.75,1.98
1973,ChinaSouthernAirlines,China,Transportation,2.18,0.07,4.49,3.16
1974,Cameco,Canada,Materials,0.64,0.16,2.59,2.6
1975,NeyveliLignite,India,Materials,0.54,0.24,2.02,2.12
1976,SinoPacHoldings,Taiwan,Banking,0.69,0.04,12.2,1.98
1977,Universal,UnitedStates,Fooddrink&tobacco,2.86,0.13,2.38,1.22
1978,DaewooIntl,SouthKorea,Tradingcompanies,5.5,0.07,1.81,0.35
1979,BancodiSardegna,Italy,Banking,0.76,0.06,12.01,0.81
1980,PetroplusIntl,Netherlands,Tradingcompanies,5.48,-0.03,1.5,0.25
1981,CSN-CiaSiderurgica,Brazil,Materials,1.46,-0.06,4.22,4.24
1982,SumitomoForestry,Japan,Construction,5.46,-0.13,2.92,1.67
1983,BhartiTele-Ventures,India,Telecommunicationsservices,0.64,-0.04,1.91,6.29
1984,IndianOverseasBank,India,Banking,0.84,0.09,8.68,0.54
1985,CousinsProperties,UnitedStates,Diversifiedfinancials,0.19,0.25,1.14,1.51
1986,BankofRyukyus,Japan,Banking,0.34,0.04,11.79,0.38
1987,BankPhilippineIslands,Philippines,Banking,0.58,0.1,7.42,1.5
1988,Haseko,Japan,Construction,3.84,0.04,4.08,0.71
1989,StanleyElectric,Japan,Consumerdurables,2,0.11,1.82,3.23
1990,Mack-CaliRealty,UnitedStates,Diversifiedfinancials,0.58,0.14,3.71,2.46
1991,PeabodyEnergy,UnitedStates,Materials,2.76,0.04,5.28,2.15
1992,OriginEnergy,Australia,Utilities,2.24,0.11,2.21,2.75
1993,Sogecable,Spain,Media,1.03,-0.06,1.53,6.02
1994,Mobilcom,Germany,Telecommunicationsservices,2.16,-3.62,8.67,1.42
1995,AMEC,UnitedKingdom,Construction,5.17,0.02,2.62,1.53
1996,SiamCityBank,Thailand,Banking,0.48,0.02,11.27,1.47
1997,YokogawaElectric,Japan,Businessservices&supplies,2.78,-0.22,2.96,3.29
1998,HindalcoIndustries,India,Materials,1.35,0.14,2.47,2.76
1999,Nexans,France,Capitalgoods,5.09,0,2.71,0.88
2000,OrientalBankofCommerce,India,Banking,0.81,0.1,7.16,1.17
